F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,Class
-0.7251,2667.22,2007.12,9163.92,2.16,11059.41,-2.283,-1419.14,3222.35,32.532,-90055.845,6.438,8.168,1,-1.784,-0.43897,6.484,-4.7408,-6.2456,1,,True
-0.6618,2603.22,1873.83,7659.68,2.16,8685.21,-2.816,938.96,3142.9,48.726,-90035.817,5.734,32.25,1,-2.633,-1.703,0.41716,-7.178,-8.492,0,,False
-0.11499,2795.61,2445.72,12032.92,2.16,9869.01,-2.1962,-1435.84,3454.25,42.008,-89986.65,0.8296,35.24,1,-1.4586,-0.5979,3.274,-4.6454,-7.944,1,,True
-1.5996,2830.645,1463.37,7649.78,5.16,7108.11,-2.2895,-1187.64,3236.64,45.008,-90262.47,3.634,5.633,0,-2.443,-0.5614,0.938,-7.086,-9.004,0,34.62,False
-3.111,1884.42,3242.82,8863.32,2.16,8507.31,-1.85,-1228.66,3202.412,31.806,-90421.83,0.4824,37.91,1,-1.5822,-1.529,1.4878,-5.29,-5.8606,0,33.06,False
-0.8949,3019.52,1541.58,11516.92,5.16,8434.41,-2.3817,-1327.06,3282.8,51.104,-89985.6,3.242,8.157,1,-1.4757,-1.2131,2.1742,-6.0184,-7.3952,0,40.62,False
-0.15159,2866.06,1602.891,17328.92,2.16,9117.39,-1.65863,-1445.7,3284.5,31.764,-89976.18,2.712,14.35,0,-1.36506,-0.6331,1.2096,-7.102,-8.148,1,,True
-0.723,2580.22,1456.14,8181.72,5.16,10639.41,-2.627,-1449.94,3217.27,25.128,-90097.68,6.76,5.658,0,-2.876,-0.6889,3.242,-6.552,-6.2436,0,,True
-0.11664,1710.12,1057.32,3792.92,5.16,8360.91,-1.8954,-1220.42,2035.35,36.5418,-90113.19,0.7036,7.245,0,-1.4294,-1.385,3.178,-5.059,-6.0086,0,,False
-1.659,2719.22,2216.52,7670.9,2.16,9044.1,-2.911,-1350.16,3191.59,20.856,-90272.91,1.9648,18.53,1,-2.353,-3.816,3.938,-4.5173,-7.242,1,,True
-0.6222,2790.29,3092.22,7650.66,2.16,8532.81,-1.8674,-1403.36,3267.38,28.84,-90059.013,5.48,14.81,0,-3.075,-1.418,4.852,-5.2018,-6.592,1,33.27,False
-0.24384,2763.17,1247.82,8373.32,2.16,5796.21,-4.225,-1240.64,3036.05,30.644,-89444.13,2.2112,18.95,1,-2.689,-0.44441,2.312,-5.0908,-10.192,1,33.87,False
-0.06004839,2722.82,1896.72,7833.818,2.16,9507.51,-1.576738,-1474.56,3792.45,23.064,-90050.499,0.8624,5.368,1,-1.9264,-1.679,4.884,-6.92,-7.5506,1,30.99,True
-7.158,2696.92,1972.32,8256.92,5.16,6784.11,-1.60239,-1261.98,2867.85,60.82,-90117.48,1.4528,9.662,1,-3.694,-0.7867,4.06,-6.295,-7.78,1,,True
-1.3692,1955.72,3061.32,7846.368,2.16,9710.01,-4.892,-1420.612,3074.25,49.69,-90062.634,1.8458,10.624,1,-5.549,-1.1356,2.822,-4.8948,-6.4464,0,,False
-1.4277,2749.73,2640.12,7808.38,5.16,8805.81,-2.3397,-1352.94,4057.55,75.18,-90051.685,0.566,8.071,0,-3.63,-1.843,1.8644,-5.1014,-6.2828,0,32.94,False
-0.0625578,2760.65,1672.23,8256.92,5.16,9179.421,-2.743,-1320.38,3122.37,23.788,-89906.61,1.6812,14.54,1,-2.491,-3.677,1.6632,-5.9644,-9.732,1,30.33,False
-0.15636,2369.22,149.22,7883.96,2.16,10004.61,-2.1787,-1388.2,3109.68,33.618,-90089.55,1.4516,4.4725,0,-1.7874,-0.6262,2.0828,-4.45492,-6.437,1,35.61,False
-2.9808,184.12,2735.52,6964.72,5.16,9200.5878,-1.9622,-1382.72,2845.95,25.262,-89845.35,1.0682,9.411,0,-1.5987,-2.649,3.854,-5.4932,-5.9082,1,38.07,True
-0.8001,1566.12,1871.79,9086.92,2.16,13269.21,-1.60716,-1590.64,3687.15,37.769,-90013.53,1.0724,14.23,1,-2.1569,-0.561,2.982,-9.938,-5.75544,0,33.42,True
-4.311,2660.52,1520.97,7615.52,5.16,9386.07,-2.608,-1682.44,3709.35,24.538,-89988.96,0.59,8.433,0,-2.0957,-1.874,0.649,-5.4468,-6.9422,1,,False
-1.1823,2828.9615,2115.12,6213.72,5.16,8733.21,-2.1643,-1182.44,3367.25,32.428,-90093.6,2.1794,12.37,1,-1.6337,-1.838,0.5034,-5.8292,-10.176,1,,True
-1.9026,2535.72,2853.42,7682.92,2.16,8842.71,-1.642,-1252.16,3096.85,24.99,-90030.777,2.572,29.24,1,-2.569,-2.547,2.62,-5.0886,-7.3908,0,,True
-5.142,2596.12,1575.678,7597.92,2.16,5511.21,-1.9803,1026.96,2724.15,42.618,-90057.939,0.9386,10.087,1,-2.69,-0.546,0.41766,-13.058,-7.291,0,32.31,False
-3.0288,2704.72,5407.92,7995.56,5.16,7819.41,-3.092,-1233.6,3188.98,37.35152,-90151.08,2.594,27.44,0,-4.773,-0.7738,1.5348,-4.51386,-6.8328,0,,True
-0.064014,2978.92,1508.85,7747.46,5.16,9198.1501,-1.9272,-1488.04,3300.22,31.766,-89985.78,3.012,6.391,1,-2.594,-2.311,1.2306,-7.168,-5.8596,0,,False
-0.5337,2897.99,1564.725,8057.92,5.16,9430.65,-2.788,-1710.44,3724.35,36.7274,-90062.337,0.7994,5.682,1,-5.463,-1.825,0.8162,-5.5254,-7.0582,0,28.8,False
-1.2918,1429.12,3241.62,8607.72,5.16,8486.31,-1.58685,-937.04,3021.25,19.302,-90223.44,2.61,24.27,1,-2.0443,-1.1908,1.124,-4.999,-6.042,0,35.97,True
-1.1553,2763.57,1239.72,8194.12,5.16,8839.11,-2.5335,-1254.72,2944.05,36.3854,-89961.42,1.5538,31.84,1,-3.6,-1.684,2.866,-5.4064,-8.802,1,35.91,False
-1.6428,-521.88,1549.11,7338.72,5.16,9326.55,-2.4856,-1030.84,718.35,44.728,-90069.708,0.54242,18.39,1,-2.294,-2.812,0.713,-4.6394,-5.8654,1,27.99,False
-0.615,2263.62,2323.62,8529.72,2.16,9131.58,-3.07,-714.24,2604.85,35.9238,-90081.969,0.928,9.984,1,-2.0928,-1.465,0.5248,-5.958,-6.8864,0,,True
-4.008,2886.27,532.62,8738.72,5.16,9341.22,-1.9119,-1481.26,3338.65,33.076,-90257.25,2.67,5.485,0,-1.7907,-2.019,2.718,-4.5564,-8.338,0,,True
-0.23133,2548.32,1990.02,8699.32,2.16,9134.94,-1.8153,-1124.84,3096.35,47.08,-90042.594,4.116,15.14,1,-2.0608,-0.862,1.0146,-7.712,-8.62,1,39.81,True
-0.21789,2821.227,1438.23,7496.32,2.16,8841.21,-1.7725,-686.04,2981.45,39.266,-89970.12,0.6112,11.831,1,-2.41,-2.451,0.7304,-9.238,-8.402,0,,False
-0.19749,2839.12,1454.79,7691,2.16,3420.21,-1.576515,-1332.4,3376.75,48.11,-90114.66,1.0776,6.183,0,-3.543,-0.4546,2.502,-5.198,-7.724,0,30.57,False
-0.8136,2507.42,1549.8,6538.32,2.16,9201.738,-1.9632,-1420.688,4239.35,51.152,-88742.43,0.49362,5.1512,0,-1.5099,-2.802,2.868,-10.756,-5.9224,0,,False
-9.522,2961.42,1557.417,9888.92,2.16,2892.21,-2.5062,-1350.02,3391.95,29.786,-90113.01,2.1692,7.115,1,-1.6501,-0.4688,2.422,-10.054,-9.608,0,37.53,True
-1.9431,2630.22,1529.79,11216.92,5.16,13539.21,-1.65769,-1403.918,2968.75,42.762,-89921.7,1.2784,18.22,0,-1.4729,-0.44423,6.656,-5.4574,-7.986,0,34.62,True
-0.13266,2322.92,1115.52,7685.14,5.16,9439.74,-2.593,-1312.56,3171.18,33.712,-90326.37,8.78,6.772,1,-2.811,-1.867,1.332,-4.7868,-7.0116,1,,False
-6.534,2313.72,1639.53,7734.88,2.16,11737.11,-1.7339,-1337.14,3162.06,47.844,-90088.29,7.328,15.99,1,-2.2437,-0.5444,0.7172,-12.668,-7.2858,1,37.35,True
-4.563,3051.72,1564.044,8871.32,5.16,8515.11,-1.9369,-1326.14,3905.25,38.7884,-90072.27,0.5982,9.04,0,-1.9048,-1.2061,2.1336,-6.626,-6.7368,1,35.55,False
-0.975,2913.42,4891.92,8139.72,5.16,7523.01,-2.821,-1369.7,3482.25,45.114,-89760.12,0.9796,5.1732,1,-2.821,-0.8269,4.71,-4.5272,-7.2514,0,37.26,True
-0.4197,2376.12,1556.079,7975.2,2.16,9330.63,-2.4319,-1212.62,3124.03,43.866,-90020.4,2.359,6.643,1,-5.372,-1.2333,0.8108,-6.5,-6.3344,0,,True
-5.973,2487.82,1965.72,6139.52,5.16,4275.21,-1.8323,-1234,3000.65,39.864,-90003.12,1.437,5.855,1,-1.4827,-0.5564,2.868,-5.6746,-6.6568,1,,True
-5.823,1989.62,4196.52,7195.12,2.16,9710.91,-2.9,-1449.86,3503.55,32.182,-90029.907,0.9884,8.172,0,-2.2427,-0.8015,4.604,-4.49992,-5.9788,0,37.05,False
-0.7611,2798.21,1857.39,7799.42,2.16,8171.91,-2.818,-1385.44,3293.74,37.3246,-89994.21,2.1078,32.9,0,-2.412,-0.9257,4.788,-7.014,-7.608,1,36.06,False
-0.0618942,931.12,1592.571,7761.48,2.16,8627.01,-2.761,-1244.6,3062.95,33.092,-90357.03,2.3352,16.29,0,-2.594,-1.402,2.612,-11.22,-5.8016,1,,False
-1.5807,2957.82,1574.958,7782.7,5.16,4497.21,-2.4067,-1358.12,3378.65,25.654,-90111.99,2.1166,8.835,1,-3.026,-0.5059,2.554,-5.7958,-7.82,1,,False
-4.917,2552.52,2457.72,14444.92,2.16,9067.86,-2.863,-1244.82,3076.15,41.278,-90031.251,2.736,6.388,0,-1.38479,-1.409,1.5868,-5.3398,-7.79,0,36.09,True
-0.6369,2793.22,1252.92,7571.32,5.16,9356.91,-1.58546,-1517.82,3248.56,53.818,-89834.37,4.676,18.3,0,-2.0596,-1.892,1.3302,-5.1264,-9.048,0,,False
-1.0287,2818.816,1760.43,7790.48,2.16,-404.79,-2.2236,-1382.62,3855.05,34.27,-89996.07,0.6314,4.9723,1,-3.571,-0.41196,3.816,-8.504,-9.998,0,,False
-0.3948,3024.62,-316.38,8376.12,2.16,9728.91,-2.0954,-1788.24,3261.9,35.2554,-90103.89,3.754,22.77,1,-2.904,-1.297,0.732,-4.46658,-5.7858,1,,False
-0.23397,2716.02,1921.92,7036.12,2.16,7774.11,-3.28,-1328.04,3246.16,47.44,-90666.33,5.252,15.86,0,-1.7073,-0.8887,1.8456,-7.444,-6.4474,0,33.69,False
-5.574,2654.12,1593.654,8685.92,5.16,9273.09,-3.19,-1316.46,1849.35,26.456,-90021.63,0.54944,15.55,0,-1.9974,-2.952,1.5986,-12.346,-8.348,1,,False
-0.699,2768.05,1410.51,7249.72,5.16,1659.21,-1.60356,-1122.44,2978.15,46.464,-90042.393,1.2986,6.549,0,-2.38,-0.469,1.8994,-7.756,-9.47,1,33.09,False
-0.8169,2864.86,1451.34,7338.52,2.16,9126.09,-1.8286,-1365.8,3263.36,24.814,-90473.13,2.796,5.2175,1,-1.8794,-4.763,2.368,-7.53,-6.1456,0,32.73,False
-1.3305,2423.22,3490.02,7762.86,5.16,9385.38,-3.045,-1832.44,3256.02,36.2184,-89956.29,5.268,20.09,1,-2.1296,-1.493,0.734,-4.853,-6.2564,0,37.53,True
-2.2146,2667.22,1561.002,7083.52,2.16,8504.31,-2.814,-1260.72,2847.85,35.7338,-90025.371,0.7104,8.732,1,-1.4777,-1.2104,2.286,-4.7518,-7.057,1,35.31,False
-1.5066,1994.32,1482.72,8075.52,2.16,8602.11,-1.7136,-1329.26,3087.45,26.102,-90029.262,1.8856,6.949,0,-3.723,-1.383,4.796,-6.758,-5.6961,0,,True
-2.2362,2848.95,1851.87,7785.4,2.16,7185.51,-1.919,-1407.714,3608.45,50.24,-90203.61,1.0432,6.871,1,-3.292,-0.5805,2.88,-6.856,-7.5214,0,,False
-0.7626,2809.54,1537.2,4194.92,5.16,8438.31,-2.0293,-1195.84,3347.45,41.23,-90054.178,0.8222,11.071,0,-1.36442,-1.2143,1.284,-5.9012,-6.6634,1,,False
-0.6885,3698.72,1289.82,8628.72,5.16,5088.21,-2.0954,-1374.88,3428.35,27.992,-90035.232,1.5728,13.751,0,-2.0937,-0.4974,3.622,-5.025,-6.05,0,,True
-0.5325,2885.22,3252.12,8050.32,2.16,8243.61,-3.197,-1249.48,3278.01,51.136,-90222.21,3.372,9.608,1,-3.937,-1.0938,1.0762,-4.7518,-8.61,0,38.7,True
-0.20292,2856.4,1962.12,7597.72,2.16,8778.51,-2.87,-1402.314,3938.35,25.68,-89803.23,0.7722,5.16,0,-2.407,-1.69,1.6654,-6.606,-6.6016,1,,False
-0.11856,2692.52,1913.52,9277.52,2.16,7890.21,-2.3519,-991.44,2166.35,25.266,-90020.97,0.7214,8.742,0,-1.7299,-0.5768,1.056,-5.2106,-9.318,0,,True
-0.11766,2320.52,3310.32,9785.72,5.16,7895.61,-1.573132,-1304.44,3171.21,27.926,-90105.51,5.838,15.06,1,-1.5174,-0.5497,2.2174,-4.744,-6.4826,0,36.57,False
-1.3428,2671.32,1692.72,8455.12,5.16,8927.85,-1.7396,-343.24,3168.88,34.266,-89972.13,4.584,18.72,0,-2.0552,-1.416,0.42986,-10.69,-8.07,1,,False
-6.915,2790.72,1548.57,8066.32,5.16,9454.47,-3.366,-1455.4,3427.15,49.614,-90016.62,1.2156,16.11,0,-2.953,-1.2332,2.96,-5.882,-5.9746,0,41.82,True
-0.582,2665.32,1435.32,9172.32,2.16,9191.949,-1.963,-1350.96,3039.85,30.75,-90196.05,1.18,17.09,0,-1.3447,-1.0969,2.458,-5.5124,-7.736,0,32.97,False
-4.2,2324.42,3087.72,12690.92,2.16,-1382.79,-1.6349,-1218.22,2751.45,54.278,-90063.522,0.7708,24.45,1,-1.4492,-0.43898,2.478,-4.778,-5.8796,1,30.99,True
-1.5459,2682.72,531.12,7060.92,5.16,11585.31,-1.7473,-2945.04,3289.46,35.9556,-90061.059,2.86,11.529,0,-1.6096,-0.5559,0.3832,-4.4975,-6.8626,0,29.34,False
-0.9003,2905.56,1979.82,8668.72,2.16,6675.51,-1.9299,-1369.2,3409.55,37.16664,-89938.83,1.847,9.598,0,-2.241,-0.6093,1.5234,-6.946,-8.698,1,36.93,True
-0.30405,2877.04,2263.62,8568.52,2.16,8968.23,-1.8524,-1185.84,3582.65,46.634,-89840.85,0.6438,5.2249,0,-1.8318,-3.574,1.1732,-5.0358,-7.2176,0,33.33,True
-1.5267,2733.13,1219.02,8431.92,5.16,9371.61,-2.09,-1351.56,2980.65,55.074,-90051.483,1.5712,7.805,0,-2.455,-1.91,2.786,-5.8756,-9.566,0,41.34,True
-0.093,2823.031,4798.92,5492.92,5.16,7727.91,-2.571,-1389.28,3297.87,39.456,-89721.63,3.618,8.069,0,-1.5471,-0.8386,3.12,-4.5952,-8.262,1,36.27,True
-0.26742,2885.21,1715.61,8310.72,2.16,9211.593,-1.6811,-1961.04,3366.95,23.664,-90030.447,2.656,14.065,0,-2.465,-3.5,0.5302,-4.8192,-9.952,0,34.74,True
-0.13818,2720.92,8965.92,10106.92,2.16,8783.91,-3.06,-1172.24,3173.87,34.982,-90058.053,7.054,8.712,1,-1.5782,-1.89,1.6688,-4.4504,-9.108,0,35.97,True
-0.7326,659.12,2199.42,6644.52,5.16,10417.41,-1.7651,-1623.04,3323.25,44.476,-89983.05,2.554,5.897,1,-1.6707,-0.6462,1.442,-5.3854,-5.72054,1,,True
-1.2711,3310.72,583.02,9645.92,2.16,9420.15,-2.2823,-1427.072,3274.84,26.832,-90092.79,2.914,11.257,0,-1.7003,-1.811,7.324,-4.7744,-5.76678,0,35.94,True
-2.1852,3125.82,3022.62,7410.92,5.16,8059.41,-2.2468,-1358.68,4724.35,36.5768,-90034.839,0.5085,15.32,1,-1.7123,-1.1527,4.244,-4.4335,-6.2828,1,28.02,False
-8.592,2637.12,1549.08,7913.4,2.16,8964.66,-2.2118,-1379.3,3207.347,47.308,-89198.43,3.852,7.55,0,-1.8884,-0.669,2.854,-8.78,-6.5782,1,36.51,False
-3.852,3093.42,866.22,8235.72,2.16,8969.16,-2.997,-1262.76,3262.59,37.7688,-90260.64,3.532,18.67,0,-2.598,-2.502,1.1678,-4.6556,-6.5192,0,36.42,True
-1.6806,2001.42,1542.78,7245.32,5.16,9512.91,-1.868,-1485.76,3315.25,46.406,-89978.07,2.1184,4.31594,1,-1.5907,-1.647,2.782,-5.876,-5.8058,1,36.18,False
-0.0619518,2947.12,1567.347,7777.78,2.16,9599.61,-2.2853,-1459.78,3321.35,29.926,-90047.31,3.494,7.152,1,-2.856,-0.7723,4.394,-5.4418,-6.2474,0,,False
-0.06696,2751.54,5365.92,7457.52,5.16,7158.51,-1.8183,-1336.88,2917.05,25.49,-90061.281,0.9712,9.278,1,-1.7501,-0.7331,4.842,-4.5738,-11.366,0,,True
-0.8442,3005.82,1494.45,8928.12,5.16,8607.51,-1.7555,-1397.378,4029.65,47.642,-89912.22,0.6672,4.232328,0,-1.9177,-0.9278,3.884,-7.782,-7.5264,1,,False
-1.5357,2849.7,1853.67,8916.12,5.16,7804.41,-2.5152,-1375.5,3353.95,52.128,-90129.84,1.588,8.919,1,-1.8776,-0.6775,1.9512,-7.552,-7.79,1,,True
-0.25389,2796.61,1425.51,7628.32,5.16,9732.81,-2.685,-1425.928,3305.24,42.64,-90148.77,1.4354,6.635,0,-2.629,-0.5587,2.1388,-7.088,-9.868,0,,False
-0.30927,2207.92,2200.32,7162.72,2.16,9492.66,-1.8391,-1053.64,2910.15,27.934,-89970.66,2.12,7.732,1,-1.9108,-1.68,0.725,-4.9534,-7.3918,0,34.29,False
-0.24609,2276.32,1536.45,7609.52,5.16,9229.29,-2.4013,-556.64,2318.75,35.6284,-89990.4,0.51014,10.031,0,-1.5777,-2.58,0.35566,-6.237,-6.3298,1,,False
-0.18072,2519.32,7000.92,7613.92,5.16,9098.16,-2.5108,-1408.382,3536.65,34.47,-89999.04,0.62,42.22,1,-2.282,-1.708,1.9486,-4.43298,-6.4924,0,38.88,True
-0.27837,2876.38,1540.23,7675.06,5.16,8482.11,-2.4965,-1284.6,3268.21,50.532,-89663.43,3.636,6.435,1,-2.856,-1.0605,1.1568,-9.78,-8.048,1,,False
-0.26994,1834.92,-279.78,7347.92,2.16,8811.51,-1.639,-1135.44,3167.46,21.078,-90121.44,5.966,21.6,1,-2.646,-2.71,2.0224,-4.6206,-5.8438,0,,False
-0.1089,2577.32,1172.22,7666.94,5.16,5097.21,-2.682,532.76,3172.89,45.326,-90067.515,8.006,20.79,0,-3.912,-0.5437,0.4824,-5.2796,-6.9112,0,37.47,False
-0.5715,2864.28,2622.72,9184.92,2.16,8885.61,-2.5068,-1255.24,3588.25,54.604,-86985.33,0.7366,24.17,0,-1.6732,-2.869,1.4724,-5.0536,-8.48,1,39.63,True
-2.6364,2796.93,2007.42,16998.92,5.16,9288.87,-1.6943,-1644.24,3248.65,40.552,-90997.53,9.162,7.413,1,-1.34564,-1.68,1.3882,-8.29,-9.66,1,,True
-3.378,2217.52,-1167.18,7481.12,2.16,12528.21,-2.5053,-1390.26,3026.35,32.8,-89954.58,0.6944,8.395,0,-2.417,-0.4192,1.5718,-4.5314,-6.1584,0,29.01,False
-1.4109,2713.22,4108.62,8999.72,5.16,9755.61,-2.773,-1829.04,3241.11,41.352,-90101.28,6.936,10.332,1,-2.325,-1.784,1.0776,-4.6104,-6.8772,0,,True
-1.8822,2950.52,1838.31,7573.92,2.16,8769.51,-1.7354,-1419.146,3489.15,26.044,-90344.94,1.9358,8.631,0,-4.279,-1.739,6.84,-7.09,-6.562,1,,False
-2.2599,2735.39,1244.22,7922.62,5.16,10325.61,-2.854,-1420.14,3132.71,43.546,-89974.35,1.0184,5.748,0,-2.1239,-0.6125,1.6298,-4.8922,-9.24,1,,False
-0.4566,2667.22,2051.82,8309.72,5.16,11792.91,-3.06,-1500.9,3500.45,44.626,-89994.3,0.9332,10.076,0,-2.853,-0.497,2.41,-5.7494,-6.539,1,36.27,True
-5.208,258.12,1683.96,8972.72,2.16,9131.07,-1.59338,-1373.56,3053.15,47.276,-90078.117,2.2056,17.97,0,-1.8358,-1.851,5.834,-10.938,-5.7906,1,38.49,True
-0.33042,2772.76,1419.51,8045.32,5.16,3126.21,-3.244,-1203.44,3079.85,38.7008,-90027.873,1.764,7.192,0,-2.1311,-0.42459,1.7614,-6.51,-9.278,0,37.08,False
-5.892,3104.92,1519.35,7987.9,5.16,8282.01,-2.5181,-624.04,3284.61,25.932,-89841,3.196,5.655,1,-4.773,-1.088,0.4608,-8.008,-6.8698,1,,False
-0.24921,2773.52,1602.828,8751.32,5.16,8752.41,-2.0423,-1089.24,3102.65,34.644,-89636.73,1.7126,5.67,0,-1.7881,-2.199,1.4832,-6.068,-6.885,1,37.05,False
-0.11877,-966.88,1473.96,7804,2.16,10513.41,-2.796,-1352.14,3159.67,33.76,-90239.04,8.4,9.702,0,-2.721,-0.7078,2.2168,-5.8454,-5.7944,1,31.26,False
-0.7005,3522.52,1458.75,7809.1,2.16,9012.03,-2.4997,-1440.28,3954.65,21.294,-90065.109,0.9652,9.108,0,-3.318,-2.52,1.8944,-7.264,-6.2194,0,36.96,False
-0.32127,2820.443,1723.38,7705.02,5.16,6039.21,-2.804,-1282.6,3249.67,48.036,-90070.563,4.498,8.164,0,-3.435,-0.5359,1.1664,-7.208,-8.58,1,34.5,True
-0.074169,2773.37,1624.08,8292.32,5.16,8901.93,-2.0135,-1157.44,3258.8,50.54,-90008.04,0.674,22.15,0,-2.312,-1.2233,0.7424,-5.3438,-6.7144,0,33.27,False
-4.035,2422.02,2242.62,7927.04,2.16,6767.61,-1.8429,-1299.42,3216.876,38.6996,-90004.02,2.83,10.528,1,-5.625,-0.5906,1.863,-5.745,-5.9634,0,,False
-0.11694,2707.42,1115.22,8356.32,2.16,9210.909,-2.5498,-1385.7,3188.3,31.03,-90104.88,4.314,15.6,1,-2.529,-1.424,5.008,-5.213,-6.6128,0,,True
-0.10443,2991.12,793.92,10610.92,5.16,6892.11,-3.708,-1347.14,3398.55,26.302,-89867.46,1.769,6.885,1,-1.4422,-0.6664,2.912,-4.8644,-8.324,0,28.56,False
-4.866,2170.32,1488.69,7773.06,2.16,9362.58,-2.1372,-1350.48,2991.35,43.05,-90068.529,1.5028,9.365,1,-1.8474,-1.2359,2.582,-6.1588,-6.4052,0,35.52,False
-1.5957,3040.22,1559.433,7966.28,2.16,9119.25,-1.8576,-1495.98,3267.78,32.63,-90083.589,4.818,16.93,1,-3.402,-1.883,0.8256,-6.075,-6.2786,0,37.95,True
-5.961,2528.92,2616.12,9189.52,2.16,9001.92,-3.591,-1339,3223.59,45.16,-89991.63,4.096,9.201,0,-1.5057,-2.58,2.258,-4.652,-5.794,1,,False
-0.4917,2803.04,3127.32,7059.52,2.16,8895.81,-4.514,-1393.656,4803.35,30.232,-90061.146,0.5974,13.332,1,-2.2033,-3.111,1.1984,-5.2804,-6.386,0,33.51,False
-0.081309,3040.22,1627.02,9057.92,5.16,7990.71,-2.1619,-1149.64,3245.21,28.798,-89963.37,4.992,4.6448,1,-1.9293,-0.7922,0.7628,-7.394,-6.7042,0,,False
-0.29622,2951.72,1418.46,7687.78,5.16,8941.05,-2.3387,-1412.7716,4347.35,25.02,-90051.611,0.6504,23.2,0,-1.6262,-1.439,8.724,-7.468,-8.03,1,31.56,False
-1.3713,2592.42,1509.3,8090.72,2.16,9268.5,-1.64604,-917.04,3143.67,37.240561,-90056.237,3.814,11.337,1,-3.736,-3.558,0.48,-7.326,-7.2444,1,,False
-0.06007509,3251.12,2452.32,8143.32,5.16,8337.81,-1.7909,-1374.86,3408.15,45.344,-89994.48,1.6392,4.9625,1,-3.317,-1.3024,3.798,-5.5088,-6.072,1,,True
-0.08766,2009.42,2659.92,7267.92,2.16,9850.41,-2.691,-1297.12,3108.15,54.948,-90246.93,3.156,9.021,1,-1.8564,-0.5628,1.1526,-5.0382,-6.5952,0,,False
-0.17421,2591.82,1175.82,9503.72,5.16,9495.72,-3.188,-1346.48,2633.85,31.19,-90232.59,1.1004,21.14,1,-1.6972,-0.9407,4.012,-4.8512,-8.084,0,33.69,False
-3.111,2721.62,1821.42,9037.32,2.16,6392.61,-2.4953,-1143.44,2894.25,30.006,-90027.186,0.7016,15.16,0,-1.7719,-0.6109,1.4362,-6.874,-6.9638,0,40.83,True
-2.3898,945.12,5329.92,8654.12,5.16,10847.01,-3.606,-963.84,3014.65,34.648,-90145.08,1.8688,10.329,0,-2.1344,-0.5576,0.35618,-4.5726,-5.9658,0,33.9,True
-0.987,2649.72,363.72,8122.52,5.16,9083.67,-1.7018,-1334.32,2759.45,34.872,-89008.83,0.8028,19.04,0,-3.356,-3.472,4.248,-4.703,-6.3868,1,28.26,False
-2.6982,2505.42,2496.42,8958.52,5.16,9189.078,-2.5155,-1421.166,3256.39,39.63,-90129.27,2.97,12.744,0,-1.4154,-0.755,7.862,-5.4716,-6.4838,0,37.56,False
-2.2428,2560.82,1588.1112,7457.32,5.16,5508.21,-2.3745,-1233.48,1101.35,23.36,-89910.78,0.55872,17.28,1,-2.788,-0.5847,3.314,-8.852,-7.742,1,,False
-5.004,2740.05,1520.4,8217.92,5.16,2451.21,-4.136,-1342.66,3133.95,25.624,-90061.962,3.866,16.54,0,-3.031,-0.44956,6.47,-5.6458,-7.666,1,33.36,False
-0.3798,2776.83,1778.7,7710.46,2.16,6153.21,-1.9093,-1381.98,3227.98,42.202,-90057.945,7.37,9.935,1,-2.383,-0.6049,5.624,-10.716,-8.412,0,32.52,False
-0.24975,1182.12,4169.82,6843.92,5.16,9423.24,-2.785,-1352.5,3168.31,37.8352,-90087.84,5.078,6.36,0,-1.37858,-1.2918,0.6226,-4.71,-6.0366,1,34.23,True
-1.2744,2684.62,2222.22,8258.12,2.16,10616.31,-2.2671,-1459.86,3125.36,49.516,-90145.89,1.8008,4.6596,0,-2.74,-0.8321,3.434,-5.8178,-10.134,0,40.62,True
-0.33543,2385.32,2078.22,9415.52,5.16,8789.01,-1.7055,-1117.64,2931.15,49.928,-90042.666,1.3598,10.614,1,-1.6541,-1.643,1.3682,-6.0918,-6.6086,1,41.94,True
-0.12576,3287.32,1539.15,6865.32,2.16,8741.91,-1.7524,-1250.8,3644.75,54.546,-89383.23,1.0722,13.468,1,-1.4595,-1.831,0.852,-5.6774,-6.193,1,,False
-7.524,2126.22,943.02,7513.52,5.16,8995.02,-2.1464,-1328.66,3155.04,24.862,-90126.6,3.652,4.5511,1,-3.031,-4.452,5.576,-5.2766,-5.8522,0,,False
-0.11478,2847.92,527.22,8016,5.16,10825.41,-2.4611,-1520.44,3531.75,26.726,-90064.098,1.085,20.47,1,-2.603,-0.5739,1.8324,-4.7164,-7.5324,1,33.81,False
-1.0977,2741.52,3463.02,8159.92,5.16,9341.85,-3.356,-1469.22,3325.95,34.05,-90050.808,2.14,9.565,0,-2.954,-1.143,2.744,-4.7952,-6.922,1,,True
-0.12399,1176.12,2324.22,8175.92,5.16,11928.51,-1.9387,-1511.06,3288.6,39.0024,-90024.12,4.068,13.078,0,-2.217,-0.4683,3.06,-5.9316,-5.69492,1,,True
-1.5333,2958.52,1836.42,8644.52,2.16,8696.01,-2.0401,-1329.7,3840.15,30.894,-89995.98,0.642,10.558,1,-1.9392,-2.266,2.936,-8.142,-6.801,1,39.72,True
-3.501,2611.82,2054.82,10632.92,2.16,9188.187,-2.868,-1326.84,3002.35,37.6654,-90003.15,1.0122,29.15,1,-1.4523,-4.377,1.4934,-5.6192,-7.4976,0,,True
